DEPT,RDEEP_1,RSHAL_1,RMICRO_1,DENB_1,CALI_1,NEUT_1,GR_1,SP_1,DTCOMP_1,PEF_1,DTSH_1
970.026,1.388,1.0968,0.6473,2.2416,12.1166,0.3018,74.6465,-79.125,120.3364,7.453,289.7331
970.1784,1.4946,1.1912,0.6439,2.2692,12.1142,0.3201,75.2791,-79.9375,120.0601,7.6804,290.4799
970.3308,1.5205,1.207,0.7836,2.2707,12.1116,0.3104,74.0636,-80.6875,120.547,7.5708,287.123
970.4832,1.5736,1.233,0.6433,2.2793,12.1142,0.3049,73.3098,-80.8125,120.7153,7.8197,284.2971
970.6356,1.5096,1.1796,0.6943,2.2648,12.1116,0.295,73.8927,-81.0625,121.5821,7.3645,284.364
970.788,1.3942,1.0996,0.6778,2.2485,12.1166,0.3232,73.1634,-81.0625,121.6888,7.1917,284.1057
970.9404,1.271,0.9996,0.5266,2.2151,12.1246,0.3479,70.6193,-80.9375,121.8508,6.605,282.4138
971.0928,1.1449,0.9136,0.4394,2.1921,12.1116,0.3531,66.2128,-80.875,120.8784,6.5981,281.1012
971.2452,1.1078,0.8708,0.4314,2.1794,12.1055,0.3304,66.3117,-81.625,120.4883,6.7707,280.7778
971.3976,1.1283,0.8835,0.427,2.1916,12.1142,0.2976,64.2661,-81.125,121.0004,6.7838,280.0011
971.55,1.1509,0.8989,0.5164,2.2017,12.1116,0.3024,64.4814,-81.375,120.8241,6.6715,281.8064
971.7024,1.1718,0.9218,0.4868,2.2029,12.1116,0.2881,64.3825,-81.9375,121.2366,6.3577,286.1057
971.8548,1.1566,0.9194,0.4856,2.1841,12.1278,0.3114,63.2678,-82.1875,122.1229,6.4059,286.5493
972.0072,1.1204,0.8882,0.5062,2.1712,12.1064,0.3035,61.8363,-82.5625,121.6802,6.4151,289.6563
972.1596,1.0669,0.8492,0.4917,2.1544,12.1246,0.3075,60.6209,-82.5625,122.6216,6.295,290.9849
972.312,1.0239,0.8304,0.4279,2.1467,12.1055,0.2949,61.7355,-81.3125,122.9203,6.1754,292.0481
972.4644,1.0291,0.83,0.4115,2.1304,12.1142,0.3058,60.5515,-80.1875,122.172,5.9547,292.4039
972.6168,1.0323,0.8334,0.5028,2.1441,12.1168,0.3188,59.3432,-79.4375,121.9283,5.8532,291.5298
972.7692,1.0723,0.8598,0.4539,2.1526,12.1142,0.3131,56.6484,-79.5625,121.7765,5.6045,290.1825
972.9216,1.1364,0.9047,0.513,2.1556,12.1194,0.3193,58.3501,-79.6875,121.2941,5.7438,284.7668
973.074,1.1682,0.9276,0.4105,2.1405,12.1246,0.3324,57.0272,-79.3125,121.314,5.6945,284.0513
973.2264,1.0687,0.8618,0.434,2.1297,12.1142,0.3503,58.1212,-78.5625,121.427,5.818,284.862
973.3788,0.9853,0.8051,0.3832,2.1241,12.1055,0.3287,58.0198,-77.4375,121.318,6.02,291.6568
973.5312,0.9807,0.7884,0.3656,2.1359,12.1168,0.3206,60.9156,-76.375,121.2248,6.4383,294.6695
973.6836,1.0461,0.8337,0.4343,2.1651,12.1142,0.2979,67.8439,-75.3125,121.2213,7.1874,293.9483
973.836,1.2327,0.9614,0.7029,2.2238,12.1142,0.3055,72.9203,-74.5625,121.8732,7.6083,303.2402
973.9884,1.5207,1.1708,0.8331,2.2811,12.1278,0.3086,79.727,-74.0625,123.5266,8.5171,310.0046
974.1408,1.8228,1.3882,0.9318,2.3311,12.1168,0.3199,82.158,-73.3125,124.0469,8.7958,315.1578
974.2932,2.012,1.5276,0.9979,2.3387,12.1142,0.3187,89.5838,-72.9375,123.9805,8.4512,313.9092
974.4456,2.047,1.5408,0.9388,2.3294,12.1142,0.2993,88.4898,-73.3125,123.5241,7.9288,302.7059
974.598,1.8691,1.4292,0.9716,2.3224,12.1142,0.295,89.4622,-73.6875,122.9041,7.1259,301.7087
974.7504,1.6681,1.3081,0.6901,2.2967,12.1082,0.303,82.6878,-74.125,120.5854,6.7836,290.6793
974.9028,1.5599,1.2391,0.55,2.2701,12.135,0.3092,80.2569,-74.875,119.7266,6.906,281.4668
975.0552,1.4845,1.1727,0.5809,2.2423,12.0909,0.3139,76.2458,-75.5625,118.0272,7.4734,274.4319
975.2076,1.489,1.1746,0.6721,2.2393,12.135,0.3004,73.9261,-76.75,116.7148,7.5988,272.6692
975.36,1.561,1.2362,0.5608,2.2395,12.1082,0.3064,72.2012,-77.6875,116.3767,7.478,272.7
975.5124,1.5995,1.2861,0.608,2.2438,12.1116,0.3018,70.5233,-78.6875,116.2226,7.2427,272.0485
975.6648,1.59,1.2757,0.6218,2.2597,12.1142,0.2953,71.4461,-79,116.4833,7.4008,271.7303
975.8172,1.6203,1.2928,0.7115,2.2701,12.1055,0.2973,72.4851,-79.5,116.7325,7.4812,272.166
975.9696,1.5982,1.2771,0.5782,2.2642,12.1116,0.3132,74.6492,-79.3125,116.3432,7.3626,272.4784
976.122,1.5414,1.2294,0.6528,2.2489,12.1142,0.3206,74.066,-79.25,116.9996,7.4543,274.041
976.2744,1.4988,1.1975,0.5686,2.2515,12.1142,0.3003,75.4812,-79.1875,118.8536,7.9304,275.99
976.4268,1.504,1.2028,0.6308,2.2479,12.1278,0.2952,71.7385,-79.125,119.0806,8.2962,276.8608
976.5792,1.6157,1.2683,0.6115,2.2545,12.1142,0.2953,76.4789,-79.3125,119.0862,8.5826,277.9585
976.7316,1.7197,1.3272,0.802,2.277,12.1245,0.3247,82.7994,-79.125,118.8137,7.2543,275.6468
976.884,1.6919,1.2985,0.9137,2.3113,12.145,0.3237,91.7884,-79.4375,117.417,6.9866,274.7413
977.0364,1.5207,1.1688,0.7291,2.3224,12.1412,0.3203,88.8713,-80.125,118.0532,6.3116,273.306
977.1888,1.4379,1.1228,0.5001,2.2896,12.1476,0.2872,83.7663,-79.5625,119.2378,6.4959,278.2129
977.3412,1.5136,1.1714,0.4449,2.2756,12.1476,0.2724,79.1276,-79.4375,119.9383,6.3666,284.2141
977.4936,1.6145,1.2251,0.8975,2.2981,12.158,0.2828,83.2603,-79.8125,120.711,7.1563,286.242
977.646,1.6507,1.227,0.962,2.3281,12.1497,0.2904,83.2351,-80.1875,120.8238,6.7534,286.0162
977.7984,1.5949,1.195,0.64,2.2969,12.1399,0.2951,79.1025,-80.0625,122.146,5.9701,285.6811
977.9508,1.3207,1.0075,0.4238,2.2229,12.1193,0.3014,70.4726,-80.5625,122.3835,5.4359,284.604
978.1032,1.1099,0.8536,0.3685,2.1698,12.1168,0.3041,61.8743,-81,121.7799,5.3558,282.0195
978.2556,1.032,0.7895,0.3743,2.1402,12.1137,0.3123,60.6589,-80.375,121.1618,5.7175,281.6704
978.408,1.0434,0.7857,0.3475,2.1319,12.1297,0.3251,57.8633,-80.1875,121.2201,6.0415,281.7325
978.5604,1.0088,0.7613,0.4211,2.1219,12.1193,0.362,59.8015,-80.3125,121.1142,6.0708,285.2451
978.7128,0.9957,0.7465,0.3775,2.1154,12.1221,0.371,57.1514,-80.625,121.3654,5.9926,284.564
978.8652,0.9851,0.7421,0.3668,2.1088,12.1168,0.3637,59.7039,-80.6875,121.1755,5.6286,284.1948
979.0176,0.9364,0.7103,0.447,2.1083,12.1193,0.3611,58.1238,-80.1875,119.6051,5.9049,283.7574
979.17,0.94,0.7015,0.3837,2.118,12.1193,0.3438,61.2505,-79.25,119.4971,5.9185,283.6596
979.3224,0.945,0.7081,0.431,2.1263,12.1333,0.3452,57.8471,-78.75,119.4815,6.0468,282.2142
979.4748,1.0383,0.7676,0.4332,2.1448,12.1089,0.3201,61.6151,-78.5,119.498,6.2118,282.709
979.6272,1.1646,0.8414,0.52,2.1616,12.1272,0.346,58.7076,-78.5,119.5205,6.3212,286.5083
979.7796,1.1822,0.8617,0.4803,2.1691,12.111,0.3477,60.3641,-78.25,119.8818,6.4349,282.0002
979.932,1.1778,0.8478,0.4094,2.1519,12.1193,0.3563,56.128,-78.125,120.0111,6.1505,282.0191
980.0844,1.1038,0.8007,0.3724,2.1243,12.1193,0.3515,56.9593,-78.0625,120.0993,6.1973,280.8856
980.2368,1.0236,0.7325,0.3425,2.1095,12.111,0.3878,55.8071,-77.75,120.4499,5.9969,282.3427
980.3892,0.9641,0.6988,0.338,2.1035,12.1193,0.3958,57.3691,-77.5,120.4605,5.7314,280.0517
980.5416,0.9494,0.6938,0.334,2.0977,12.1297,0.3827,56.4291,-77.8125,121.3979,5.5862,276.6653
980.694,0.937,0.6697,0.3616,2.0991,12.1193,0.3349,56.5325,-77.1875,122.6223,5.8779,278.4536
980.8464,0.9184,0.6657,0.3812,2.1043,12.1221,0.3257,54.1015,-76.6875,122.8109,6.1132,280.825
980.9988,0.9478,0.6869,0.4621,2.1126,12.1193,0.3397,52.2655,-76.125,121.1482,6.5169,276.9426
981.1512,1.0092,0.7344,0.4139,2.1381,12.1193,0.3378,54.2103,-75.9375,117.8965,6.4573,273.7075
981.3036,1.1304,0.8194,0.5366,2.1756,12.111,0.3275,59.8015,-75.875,117.8322,7.0703,268.0472
981.456,1.2472,0.8864,0.4707,2.2123,12.1193,0.302,67.2401,-76.1875,117.6413,7.0452,263.8907
981.6084,1.3537,0.9556,0.5149,2.2022,12.1297,0.2857,67.2401,-76.3125,119.3729,6.7895,262.4242
981.7608,1.2663,0.9147,0.4627,2.1746,12.1168,0.2831,64.6876,-76.4375,120.0033,6.4591,264.0746
981.9132,1.173,0.874,0.3996,2.1496,12.1193,0.2831,57.8022,-76.1875,119.615,6.187,271.1908
982.0656,1.1271,0.8417,0.3819,2.142,12.1221,0.2726,56.7082,-76.125,119.8058,6.3725,272.6003
982.218,1.1611,0.8644,0.4099,2.1619,12.1193,0.2881,60.8409,-75.625,118.5274,6.6106,274.8294
982.3704,1.2343,0.9077,0.4818,2.187,12.1168,0.2985,69.2822,-74.75,118.107,7.0961,274.8294
982.5228,1.3321,0.986,0.5556,2.2077,12.1221,0.3185,76.2105,-74.5625,117.4204,8.1586,272.6556
982.6752,1.4398,1.0757,0.4964,2.2241,12.1193,0.3002,77.4438,-74.875,116.4461,8.2968,271.7272
982.8276,1.4376,1.0864,0.5584,2.2251,12.1193,0.2943,75.6206,-74.875,116.8727,8.2649,271.8253
982.98,1.3872,1.0597,0.5094,2.222,12.1249,0.2968,75.0129,-74.8125,116.568,7.5478,274.1731
983.1324,1.3906,1.0571,0.4753,2.2135,12.1245,0.3241,73.9257,-74.75,117.2929,7.2061,273.087
983.2848,1.4666,1.1054,0.4672,2.2186,12.1219,0.332,75.6273,-75.125,117.2292,7.309,269.2321
983.4372,1.514,1.1311,0.5923,2.2518,12.1388,0.325,75.8704,-75.4375,117.7964,8.3625,272.4415
983.5896,1.4494,1.0819,0.914,2.2913,12.1115,0.2847,75.4812,-76,121.3826,8.2481,271.8137
983.742,1.301,0.9975,0.5774,2.2847,12.1349,0.28,70.4977,-76.875,120.4444,7.592,271.3127
983.8944,1.1554,0.9025,0.4321,2.2126,12.1141,0.2907,64.8922,-77.25,124.113,6.5415,270.1786
984.0468,1.045,0.8248,0.3427,2.1416,12.1304,0.3033,61.4889,-77.5,123.5476,6.2673,272.1762
984.1992,0.966,0.7668,0.4298,2.1163,12.127,0.3092,59.6656,-78.125,124.4115,6.1774,275.6353
984.3516,0.9304,0.7404,0.3745,2.0914,12.127,0.3084,57.0059,-78.625,124.6773,6.4223,287.1829
984.504,0.9672,0.7844,0.3493,2.0958,12.1245,0.2923,57.0267,-78.625,123.5358,6.8776,286.9306
984.6564,1.011,0.8161,0.4161,2.1252,12.1331,0.2797,61.4024,-78.8125,122.8964,7.2556,286.4408
984.8088,1.1427,0.9117,0.5849,2.1791,12.127,0.2665,66.4286,-79.3125,121.8454,7.2437,286.323
984.9612,1.3297,1.0395,0.5664,2.2246,12.127,0.2853,70.0543,-79.3125,119.6355,6.9761,285.3134
985.1136,1.4506,1.1362,0.6208,2.2519,12.1304,0.287,70.4189,-78.5625,119.4647,7.2022,282.4787
985.266,1.4764,1.1577,0.6503,2.2665,12.127,0.2841,76.0889,-77.8125,119.6484,7.2208,284.2044
985.4184,1.5981,1.2487,0.6343,2.2815,12.1424,0.2985,77.0613,-77.3125,120.012,7.5848,283.3001
985.5708,1.644,1.2535,0.7825,2.2922,12.1476,0.3009,76.8182,-76.875,120.1698,7.3346,280.8318
985.7232,1.6594,1.2481,0.9046,2.3075,12.1373,0.3026,76.0987,-76.375,120.2475,7.014,279.3269
985.8756,1.5457,1.1735,0.6601,2.2902,12.1166,0.2874,76.3418,-75.9375,120.1285,6.4044,277.635
986.028,1.315,1.0179,0.5215,2.2382,12.1116,0.3062,72.9385,-76.125,119.8085,6.2203,277.3742
986.1804,1.1603,0.9093,0.3814,2.1733,12.1142,0.3227,66.0005,-76.625,119.2209,6.508,271.8942
986.3328,1.1076,0.8662,0.3626,2.1457,12.1166,0.3303,62.011,-77.4375,117.9074,7.0687,270.1028
986.4852,1.1174,0.864,0.4204,2.153,12.1116,0.3404,62.4972,-78.125,118.1244,7.408,272.5017
986.6376,1.1308,0.8787,0.4576,2.1759,12.1142,0.3495,67.584,-78.875,118.532,6.956,272.5722
986.79,1.1652,0.9078,0.4093,2.1808,12.1116,0.3514,68.9454,-79.3125,118.7554,6.6072,276.1351
986.9424,1.1996,0.9413,0.4673,2.1868,12.1166,0.2923,71.2095,-79.3125,120.2769,6.3634,281.5358
987.0948,1.2479,0.9674,0.4772,2.2088,12.1142,0.2636,69.3302,-79.1875,120.9387,6.7423,290.1391
987.2472,1.3299,1.0163,0.7351,2.2401,12.1116,0.2607,69.9661,-78.8125,122.2867,6.7563,290.6286
987.3996,1.394,1.0607,0.5702,2.2562,12.1166,0.2822,71.8839,-78.5625,122.9835,6.9407,291.843
987.552,1.3351,1.0227,0.6379,2.2392,12.1116,0.2879,68.4132,-78.5625,123.0943,6.3787,294.0063
987.7044,1.1146,0.887,0.5927,2.1775,12.1142,0.3025,63.1307,-78.6875,122.8483,6.1057,296.5952
987.8568,1.0382,0.8252,0.3865,2.1418,12.1116,0.3211,58.7001,-79.1875,123.6321,6.2171,296.347
988.0092,0.9926,0.7751,0.4382,2.1422,12.1139,0.3569,61.6374,-79.5,123.4823,6.8705,296.9213
988.1616,1.0067,0.7967,0.5779,2.1808,12.1246,0.3611,67.5749,-79.4375,122.4441,7.368,297.0565
988.314,1.1632,0.9035,0.4529,2.2004,12.1012,0.3496,69.3968,-79.0625,121.2562,7.174,293.5847
988.4664,1.2525,0.9845,0.5856,2.2143,12.122,0.3183,71.7062,-79.0625,120.7065,6.89,289.6129
988.6188,1.2606,0.9891,0.623,2.213,12.1116,0.3149,71.4872,-79.25,120.9633,7.0015,288.6192
988.7712,1.2527,0.9931,0.467,2.2151,12.1055,0.3246,72.7097,-79.1875,121.637,7.3087,290.1471
988.9236,1.2162,0.9674,0.5174,2.1941,12.1116,0.345,70.2787,-78.9375,121.7636,7.0378,288.4684
989.076,1.1639,0.9301,0.4601,2.1924,12.1116,0.3354,68.6745,-78.625,121.3855,6.78,285.5325
989.2284,1.133,0.9062,0.8513,2.2012,12.1116,0.3311,69.1692,-78.0625,123.3835,6.0721,290.6605
989.3808,1.1902,0.9499,0.447,2.2147,12.1142,0.3348,69.8985,-77.125,123.7438,6.5803,299.5079
989.5332,1.2414,0.9835,0.5161,2.2329,12.1116,0.3317,70.9924,-76.6875,123.1916,6.9777,295.5181
989.6856,1.308,1.02,0.7622,2.2517,12.122,0.338,70.8621,-76.625,122.8957,8.5156,288.4456
989.838,1.4136,1.0969,0.5654,2.2815,12.1116,0.3173,71.3483,-76.8125,123.0529,8.2447,287.375
989.9904,1.325,1.0446,0.9442,2.2872,12.1116,0.3001,71.8345,-77.5,122.4174,7.953,281.6627
990.1428,1.2429,0.9879,0.503,2.2339,12.1166,0.3048,69.0987,-77.375,120.7791,7.1476,279.3514
990.2952,1.1968,0.9579,0.4612,2.1911,12.1142,0.3068,65.9385,-77,119.7233,6.9813,274.1053
990.4476,1.1914,0.961,0.5596,2.1805,12.109,0.3132,68.7341,-76.75,118.871,7.0168,271.2915
990.6,1.2894,1.0232,0.5527,2.2215,12.1116,0.2813,73.1718,-75.875,117.6759,7.4597,271.1871
990.7524,1.3408,1.0711,0.5821,2.2362,12.1116,0.2851,73.2488,-75.8125,117.0678,7.1756,269.3239
990.9048,1.3523,1.0791,0.5956,2.2314,12.1166,0.2938,68.63,-76,117.0081,7.3327,263.4659
991.0572,1.3422,1.0777,0.4374,2.2267,12.1116,0.3054,64.2542,-76.5,116.7718,7.1885,264.9634
991.2096,1.3341,1.0721,0.5443,2.2304,12.1142,0.2991,68.0668,-76.625,116.2639,7.7567,264.8238
991.362,1.3498,1.0877,0.5273,2.2438,12.122,0.2917,71.8788,-76.25,116.632,7.6041,263.9655
991.5144,1.4012,1.1228,0.5869,2.2491,12.1116,0.2853,73.2158,-75.625,116.7864,7.1688,263.8755
991.6668,1.3969,1.1235,0.5277,2.2459,12.1116,0.2796,71.1495,-75.125,117.1162,7.1027,265.2769
991.8192,1.428,1.1476,0.5563,2.2426,12.1116,0.2807,70.0037,-75.125,117.4418,7.3185,269.0781
991.9716,1.4399,1.1585,0.5636,2.2473,12.1142,0.2776,71.4386,-75.375,117.5873,7.9407,269.8309
992.124,1.4193,1.1523,0.6134,2.2567,12.1027,0.2963,75.8416,-75.3125,116.7854,7.8778,271.2047
992.2764,1.4354,1.1669,0.5826,2.2507,12.1142,0.3036,76.5531,-75.5,118.1624,7.4834,270.8295
992.4288,1.4441,1.1848,0.5234,2.2445,12.1116,0.3017,79.0339,-75.625,118.0412,6.9249,270.3797
992.5812,1.4977,1.2297,0.6171,2.2573,12.1116,0.2904,77.9374,-75.8125,119.1916,7.0677,269.8812
992.7336,1.5387,1.2538,0.6483,2.2683,12.122,0.2892,78.2061,-75.5625,119.4581,7.1669,266.3952
992.886,1.5837,1.2882,0.6507,2.2733,12.1116,0.3023,76.4783,-75.875,119.8172,7.4485,267.1317
993.0384,1.6066,1.3047,0.5914,2.2675,12.1166,0.3048,76.4536,-76.625,119.4747,7.4249,264.6216
993.1908,1.5647,1.2625,0.6681,2.2632,12.1116,0.3089,77.1403,-76.9375,116.6908,8.0771,262.7494
993.3432,1.5532,1.2628,0.64,2.2597,12.1142,0.3149,77.1647,-77.625,116.9092,8.2461,262.275
993.4956,1.6085,1.2942,0.6,2.2535,12.1116,0.316,75.9492,-78,116.8774,8.7045,263.634
993.648,1.6691,1.3362,0.7383,2.2584,12.1116,0.2981,75.4002,-78.125,116.6811,8.4961,266.6929
993.8004,1.7462,1.3912,0.7592,2.2746,12.1245,0.2889,76.9559,-78.4375,116.5662,8.4546,268.4889
993.9528,1.7976,1.4486,0.8092,2.2979,12.1304,0.2709,76.9559,-78.9375,116.5016,7.8683,270.068
994.1052,1.7861,1.4452,0.9174,2.3123,12.1296,0.2758,73.9011,-79.375,115.9878,7.5602,269.225
994.2576,1.8527,1.5086,0.8375,2.3266,12.127,0.2835,72.7726,-79.375,115.9294,7.7146,268.0933
994.41,1.9885,1.6219,0.894,2.331,12.1322,0.3107,74.6226,-79.6875,115.476,8.0864,272.0894
994.5624,2.1659,1.7613,0.9892,2.3401,12.1554,0.3177,78.8768,-80,115.7117,8.5353,281.6917
994.7148,2.4237,1.9366,1.1217,2.3487,12.1502,0.3249,83.8948,-80.3125,116.0519,8.8503,287.2689
994.8672,2.5296,2.0158,1.1071,2.3601,12.1385,0.3071,85.7576,-81.25,117.8218,9.2074,285.5248
995.0196,2.3812,1.8891,1.2276,2.3542,12.153,0.2989,83.6913,-82.125,117.9133,9.162,283.1413
995.172,2.0246,1.6023,1.0015,2.3511,12.1063,0.2824,79.3667,-82.3125,118.2733,8.6997,286.1962
995.3244,1.5742,1.2731,1.0264,2.3206,12.1479,0.2769,76.4533,-83.125,118.1232,7.651,284.0936
995.4768,1.4798,1.1928,0.5454,2.2729,12.1063,0.2767,72.1595,-83.625,118.2234,7.2463,282.6152
995.6292,1.4879,1.1928,0.4665,2.2481,12.1479,0.2981,74.2962,-83.9375,118.8623,7.4968,285.508
995.7816,1.5764,1.241,1.032,2.2704,12.1295,0.3071,73.8614,-84.25,117.4263,8.5658,290.5022
995.934,1.8509,1.4374,0.8111,2.3179,12.1606,0.3232,84.8404,-84.4375,117.4601,9.6948,297.9078
996.0864,2.0604,1.5976,1.0973,2.3433,12.144,0.3205,83.1387,-84.3125,118.7396,8.8103,296.8169
996.2388,2.0448,1.565,0.9113,2.3369,12.1604,0.3253,86.8773,-83.9375,119.7939,8.0995,295.8196
996.3912,1.9965,1.5193,0.9913,2.3357,12.163,0.32,81.043,-83.75,122.3094,7.479,306.6814
996.5436,2.0178,1.5212,1.0002,2.3368,12.1577,0.3077,82.1369,-82.75,121.8099,8.2853,303.2091
996.696,1.8537,1.377,0.9473,2.3305,12.163,0.3153,81.8017,-82.1875,123.6995,8.0657,302.4846
996.8484,1.6132,1.1918,1.0436,2.3079,12.1734,0.3095,84.7428,-81.9375,121.4806,7.7387,292.3709
997.0008,1.4711,1.0815,0.4842,2.2785,12.1476,0.3034,79.7594,-82.25,120.3082,6.8846,290.2141
997.1532,1.2831,0.9607,0.5804,2.2319,12.1476,0.2887,70.8864,-82,119.7318,6.8709,277.9925
997.3056,1.1729,0.8702,0.39,2.1823,12.1502,0.3022,60.934,-82.1875,117.7498,6.3612,274.1371
997.458,1.1382,0.8469,0.3677,2.1359,12.1524,0.3054,59.1107,-82.4375,119.0714,6.24,272.3825
997.6104,1.0652,0.7981,0.3534,2.1205,12.1502,0.3088,59.3538,-82.375,119.5564,6.132,270.913
997.7628,1.0454,0.7804,0.3395,2.1226,12.1476,0.3102,60.6727,-82.4375,119.8762,6.2211,269.6313
997.9152,1.0415,0.7775,0.3643,2.139,12.1552,0.3139,60.308,-81.8125,119.6625,6.3344,258.4923
998.0676,1.0385,0.7742,0.4024,2.1363,12.1476,0.3477,63.051,-81.0625,119.3039,6.2507,276.9189
998.22,1.0813,0.7992,0.3556,2.1333,12.1502,0.3501,62.1798,-79.875,118.4651,6.4743,267.7123
998.3724,1.1405,0.8299,0.3607,2.1338,12.1524,0.3799,64.3677,-78.625,117.6313,6.4878,268.1351
998.5248,1.1307,0.822,0.3948,2.1439,12.1502,0.3519,62.9618,-77.9375,117.7882,6.2081,268.3593
998.6772,1.1,0.8016,0.3993,2.1478,12.1502,0.3459,63.0833,-77.375,117.0839,5.8462,258.8125
998.8296,1.0949,0.8011,0.3767,2.1487,12.1476,0.3335,60.7636,-77.125,118.1833,5.7074,263.2533
998.982,1.1158,0.8121,0.3664,2.1544,12.1552,0.3367,57.6034,-76.6875,117.008,5.9823,262.7643
999.1344,1.1216,0.8109,0.4837,2.1656,12.1476,0.3368,57.3603,-76.625,116.8925,6.091,252.3218
999.2868,1.2092,0.8668,0.4074,2.1668,12.1502,0.3327,60.6172,-76.5625,117.1483,6.2786,251.2428
999.4392,1.3115,0.9426,0.387,2.1626,12.1502,0.3292,59.8879,-76.0625,116.7957,6.2184,261.795
999.5916,1.2467,0.9151,0.4094,2.1609,12.1524,0.3328,62.1973,-75.875,116.204,6.3259,260.5242
999.744,1.1759,0.8646,0.3874,2.1395,12.1502,0.3259,60.8954,-76,116.7423,6.2679,260.2015
999.8964,1.1245,0.8552,0.3526,2.1288,12.1553,0.3111,60.4771,-75.8125,116.8668,5.9151,263.5606
1000.0488,1.0184,0.7755,0.3847,2.1126,12.1801,0.2911,54.627,-75.6875,116.5188,5.8451,252.7279
1000.2012,0.9858,0.7616,0.3672,2.1236,12.1526,0.2877,50.512,-75.3125,117.1581,5.7678,263.9659
1000.3536,1.0708,0.8296,0.3633,2.1201,12.176,0.3105,51.9069,-75.5625,117.7584,6.1254,269.5396
1000.506,1.0835,0.858,0.4494,2.1204,12.1551,0.3281,50.4641,-75.1875,118.8515,5.9383,267.069
1000.6584,1.0858,0.8632,0.3948,2.1021,12.176,0.335,47.2862,-75.125,120.0483,6.0129,265.7583
1000.8108,1.0773,0.8634,0.3817,2.1001,12.1577,0.3306,46.0666,-75.3125,120.5209,5.6614,265.7571
1000.9632,0.9707,0.7818,0.4028,2.1047,12.1681,0.3383,52.5086,-75.4375,120.4006,5.987,270.4385
1001.1156,0.883,0.7267,0.3681,2.1177,12.1758,0.3376,58.107,-75.6875,121.8916,5.9806,241.8711
1001.268,0.9743,0.7908,0.3595,2.131,12.1835,0.3288,59.5656,-75.625,119.6691,7.078,228.7085
1001.4204,1.2402,0.9737,0.4021,2.2138,12.1854,0.2761,56.1622,-75.4375,115.7215,7.0653,228.2025
1001.5728,1.474,1.1626,23.4982,2.3117,12.2223,0.2213,52.7517,-75.375,109.613,7.0552,193.9671
1001.7252,1.762,1.4188,0.7168,2.3864,12.2709,0.2248,52.0405,-75.375,102.0637,6.3989,187.1705
1001.8776,2.2311,1.8685,0.3801,2.4048,12.3723,0.2004,50.2755,-75.375,95.3723,6.7842,186.3059
1002.03,2.241,1.8585,1.0863,2.4717,12.3582,0.1801,52.3419,-75.4375,108.4596,7.9352,175.13
1002.1824,2.2423,1.7637,92.5286,2.5589,12.2247,0.1281,52.0808,-75.375,109.1541,8.1815,188.5519
1002.3348,2.1943,1.6848,0.9601,2.5136,12.1835,0.1615,59.0722,-75.625,111.0599,7.5831,209.0271
1002.4872,1.888,1.4911,0.7777,2.3794,12.1166,0.2177,60.9375,-75.9375,110.0811,7.0631,214.542
1002.6396,1.4902,1.2181,0.4951,2.2881,12.122,0.2716,66.5521,-76,112.8547,6.8244,217.8472
1002.792,1.2951,1.0821,0.6242,2.2462,12.1142,0.2873,68.74,-76.1875,115.9807,6.8994,241.1066
1002.9444,1.2016,1.0073,0.4573,2.2135,12.1116,0.2912,72.2228,-76.25,117.3999,6.6958,257.4862
1003.0968,1.1716,0.9961,0.428,2.1752,12.1055,0.2883,67.7321,-76.4375,118.2715,6.5052,261.6729
1003.2492,1.176,1.0009,0.3541,2.1563,12.1142,0.3214,66.1985,-76.625,117.7646,6.604,262.867
1003.4016,1.2197,1.0379,0.4607,2.1621,12.1324,0.3342,66.0291,-77,118.0323,6.476,262.8385
1003.554,1.202,1.0203,0.5108,2.1645,12.0909,0.3245,68.351,-77.5625,117.8244,6.5059,264.1916
1003.7064,1.1736,0.995,0.393,2.1514,12.1305,0.3013,62.6781,-77.6875,117.1532,6.3755,264.1365
1003.8588,1.1277,0.9669,0.3497,2.1417,12.1116,0.3014,57.6913,-77.6875,116.9158,6.4097,266.5804
1004.0112,1.0563,0.8991,0.3982,2.1437,12.1116,0.3233,55.8257,-77.8125,116.721,6.2665,266.5193
1004.1636,1.1364,0.9501,0.4359,2.1538,12.1142,0.32,56.5902,-77.5,116.4755,6.6971,265.4837
1004.316,1.2386,1.0092,0.4704,2.1833,12.1116,0.3127,61.017,-77.25,116.4925,6.9804,264.9366
1004.4684,1.1832,0.9686,0.5945,2.1792,12.1055,0.2994,61.0813,-77.0625,116.5218,7.4419,264.2032
1004.6208,1.2178,0.9764,0.3663,2.1732,12.1142,0.3186,64.12,-76.9375,117.2229,7.272,263.9648
1004.7732,1.1648,0.9257,0.3406,2.1507,12.1116,0.3155,62.783,-76.875,119.2628,7.2903,267.1967
1004.9256,0.9912,0.801,0.4582,2.1485,12.1142,0.3192,63.7375,-77,119.3572,6.9858,269.7569
1005.078,1.0821,0.8524,0.3547,2.1492,12.1278,0.3062,62.522,-76.6875,119.801,7.0968,278.7374
1005.2304,1.3082,1.0146,0.3979,2.1802,12.1116,0.3101,62.6436,-76.4375,119.2653,8.1228,281.9195
1005.3828,1.4783,1.1249,0.9692,2.2432,12.1116,0.3279,67.4151,-76.75,118.5675,9.2435,276.7921
1005.5352,1.7511,1.3075,0.9935,2.2976,12.1055,0.3353,73.9787,-76.8125,119.1349,8.8229,274.1323
